,会員ID,登録施設,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,福井県内での交通手段ALL,タクシー,路線バス,徒歩,レンタサイクル,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答後に訪問する予定の主な場所FA,エリア総消費額,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの,color
4444,109134,web,2,1979,43,40代,東京都,渋谷区,分からない/無回答,mobile/iphone,2022-07-17 17:35:27,7月,うるしの里 エリア,34.うるしの里 エリア,鯖江市,丹南,,2泊,2泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,友人,"宿でのんびり過ごす
地元の美味しいものを食べる
まちあるき、都市散策
各種体験（手作り、果物狩りなど）
友人・親戚を尋ねる
",1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"新聞・雑誌・ガイドブック
友人・知人
",0,1,0,0,0,0,0,0,0,0,1,0,0,0,"自家用車
新幹線
",1,0,1,0,0,0,0,"自家用車
",0,0,0,0,,,使わない,"10,000円以上 20,000円未満","3,000円以上 5,000円未満",2～5回目,越前大野城,,越前和紙の里,,"1,000円以上 3,000円未満",5,いろいろな製品があり、伝統的な漆器の技法から現代的なラインナップまでさまざま触れることができた,感じなかった,,8,,,また行きたい（1年以内）,,blue
4445,100773,若狭フィッシャーマンズワーフ,1,1981,41,40代,福井県,小浜市,700万円以上 800万円未満,mobile/android,2022-07-17 17:34:44,7月,青葉山ハーバルビレッジ エリア,69.青葉山ハーバルビレッジ エリア,高浜町,嶺南西部,,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,小学生以下連れの家族,"アウトドア（海水浴、釣り、登山など）
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",1,0,0,0,0,0,1,"自家用車
",0,0,0,0,,,"10,000円以上 20,000円未満","3,000円以上 5,000円未満","5,000円以上 10,000円未満",2～5回目,選択なし/該当施設なし,小浜市宇久,道の駅「うみんぴあ大飯」,,"1,000円未満",5,子連れで楽しめるから。トイレもオムツ替えが出来、きれいだから。,感じなかった,,10,,常設の休憩テント等があると、なお嬉しい。,福井県在住,,blue
4446,109041,道の駅「パークイン丹生ヶ丘」 エリア,2,1978,44,40代,栃木県,栃木市,"900万円以上 1,000万円未満",mobile/android,2022-07-17 17:26:16,7月,道の駅「パークイン丹生ヶ丘」 エリア,39.道の駅「パークイン丹生ヶ丘」 エリア,越前町,丹南,,2泊,2泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,小学生以下連れの家族,"テーマパーク（遊園地、動物園、博物館など）
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",初めて,道の駅「西山公園」,,龍双ヶ滝,,"1,000円以上 3,000円未満",4,,感じなかった,,5,たいちょうの杜に宿泊した。とてもよかった。大満足。,田舎の美味しいものが売っていてよかった。新鮮な野菜も買いたかったが、まだ行程の途中なのでやめた。,また行きたい（1年以内）,食べ物はぜんぶ美味しい。お土産としてははぶたえくるみ、はぶたえ巻きがめちゃくちゃ美味しい。はぶたえ餅、恐竜クッキー、いちほまれクランチになるとうーむ、という感じなので、博多とおりもんや、ままどおるのような、福井を代表するめちゃくちゃおいしい日持ちするお菓子があるとよい。あったら教えてほしい。,blue
4449,109127,レインボーライン エリア,1,1997,25,20代,愛知県,北名古屋市,500万円以上 600万円未満,mobile/iphone,2022-07-17 16:59:10,7月,レインボーライン エリア,59.レインボーライン エリア,美浜町,嶺南東部,三方五湖DMO(株),1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,小学生以下連れの家族,"宿でのんびり過ごす
地元の美味しいものを食べる
テーマパーク（遊園地、動物園、博物館など）
",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
路線バス
",0,1,0,0,,,"40,000円以上 50,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",初めて,芝政ワールド,,選択なし/該当施設なし,帰る,"1,000円以上 3,000円未満",5,景色が綺麗,感じなかった,,10,レインボーラインがとてもよかった！,水がなかったので補充希望,また行きたい（1年以内）,またいきます！,blue
4451,100462,道の駅「恐竜渓谷かつやま」,2,1971,51,50代,福井県,越前市,100万円以上 200万円未満,mobile/iphone,2022-07-17 16:54:36,7月,一乗谷朝倉氏遺跡 エリア,01.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"TV・ラジオ番組やCM
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,"自家用車
県外から訪れていない（福井県在住）
",1,0,0,0,0,0,1,"自家用車
",0,0,0,0,満足,,使わない,"1,000円以上 3,000円未満",使わない,2～5回目,一乗谷朝倉氏遺跡,,選択なし/該当施設なし,,使わない,4,景色、雰囲気が良くてリフレッシュできた,感じなかった,,8,,,福井県在住,,blue
4452,109126,レインボーライン エリア,2,1998,24,20代,愛知県,北名古屋市,100万円以上 200万円未満,mobile/iphone,2022-07-17 16:36:39,7月,レインボーライン エリア,59.レインボーライン エリア,美浜町,嶺南東部,三方五湖DMO(株),1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,友達家族と,"地元の美味しいものを食べる
テーマパーク（遊園地、動物園、博物館など）
",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,とても満足,駐車場混んでてもバスが出てたりしてとても便利でした。,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",初めて,芝政ワールド,日本海さかなの街,選択なし/該当施設なし,,"1,000円以上 3,000円未満",5,とても景色がきれいで楽しかった,感じなかった,,10,,,また行きたい（1年以内）,,blue
4453,109124,越前大野城・城下町 エリア,1,1958,64,60代,福井県,福井市,200万円以上 300万円未満,mobile/iphone,2022-07-17 16:33:59,7月,越前大野城・城下町 エリア,15.越前大野城・城下町 エリア,大野市,勝山市・大野市,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"友人・親戚を尋ねる
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"県外から訪れていない（福井県在住）
",1,0,0,0,0,0,1,"自家用車
",0,0,0,0,選択肢なし,,使わない,"3,000円以上 5,000円未満","3,000円以上 5,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",4,久しぶりの大野城でしたが、改装？で綺麗になり展示物も分かりやすくよく感じました。,感じなかった,,5,ゆっくりと出来る城下町です。,,福井県在住,大野市と言うとダンゴか芋きんつばが有名ですが、他にも美味しいお店がたくさんあります。個人商店で厳しいでしょうがもっと頑張って欲しい。そして役所なり商工会が熱を上げてください。,blue
4454,108911,web,無回答,1973,49,40代,兵庫県,神戸市北区,300万円以上 400万円未満,mobile/android,2022-07-17 16:28:38,7月,道の駅「九頭竜」 エリア,17.道の駅「九頭竜」 エリア,大野市,勝山市・大野市,,1泊,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,その他家族,"ドライブ・ツーリング
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"観光協会等の案内所
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,とても満足,電車は不便,使わない,"20,000円以上 30,000円未満","20,000円以上 30,000円未満",11回目以上,越前大野城,,下呂温泉（岐阜県）,,"3,000円以上 5,000円未満",4,電車の駅と一体なのが良い,感じた,飲食施設が早く終わること,7,ちょっと無料高速が出来るまでは時間がかかりすぎる,"14時閉店の飲食店は早過ぎる。
特に土日祝日は何とかしてもらいたい",また行きたい（1年以内）,何処のスポットにしても宣伝不足を感じる,blue
4455,109118,web,2,1975,47,40代,福井県,福井市,300万円以上 400万円未満,mobile/iphone,2022-07-17 16:26:45,7月,はたや記念館 ゆめおーれ勝山 エリア,24.はたや記念館 ゆめおーれ勝山 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,親,"テーマパーク（遊園地、動物園、博物館など）
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"観光展・物産展
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,とても満足,駐車場が広い。,使わない,"1,000円以上 3,000円未満","1,000円以上 3,000円未満",初めて,選択なし/該当施設なし,,選択なし/該当施設なし,,使わない,5,,感じなかった,,8,ノスタルジー,,福井県在住,,blue
4457,101433,web,1,1971,51,50代,福井県,福井市,"1,200万円以上 1,500万円未満",mobile/iphone,2022-07-17 16:11:20,7月,越前和紙の里 エリア,28.越前和紙の里 エリア,越前市,丹南,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"出張など仕事関係
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"新聞・雑誌・ガイドブック
観光パンフレット・ポスター
インターネット・アプリ
友人・知人
",0,1,0,1,0,1,0,0,0,0,1,0,0,0,"県外から訪れていない（福井県在住）
",1,0,0,0,0,0,1,"自家用車
",0,0,0,0,,,"3,000円以上 5,000円未満",使わない,"1,000円以上 3,000円未満",初めて,岡太神社・大瀧神社,,選択なし/該当施設なし,武生国分寺,"1,000円以上 3,000円未満",4,材料や作り方の解説、歴史、体験がセットで楽しめた,感じなかった,,7,伝統的な和紙の作り方はとても興味深かったので,和紙を使ったクラフトや芸術など見映えのするものがもっとあると良いと思う。,福井県在住,,blue
4458,109108,うみんぴあ大飯 エリア,2,1973,49,40代,愛知県,名古屋市西区,200万円以上 300万円未満,mobile/android,2022-07-17 16:05:13,7月,うみんぴあ大飯 エリア,64.うみんぴあ大飯 エリア,おおい町,嶺南西部,,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,夫婦2人,"アウトドア（海水浴、釣り、登山など）
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,満足,,"10,000円以上 20,000円未満","3,000円以上 5,000円未満","10,000円以上 20,000円未満",11回目以上,ホテルうみんぴあ,,道の駅「うみんぴあ大飯」,,"1,000円以上 3,000円未満",4,,感じた,ホテルうみんぴあに宿泊しましたが、受付の年配の女性が上から目線で話しをしてきたので、せっかく友達家族と楽しい日を過ごしていたのに、一気に嫌な気分になりました。,5,,,また行きたい（1年以内）,,blue
4459,109113,金津創作の森 エリア,2,1989,33,30代,大阪府,大阪市阿倍野区,400万円以上 500万円未満,mobile/iphone,2022-07-17 16:05:07,7月,金津創作の森 エリア,12.金津創作の森 エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,小学生以下連れの家族,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
各種体験（手作り、果物狩りなど）
",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"観光パンフレット・ポスター
宿泊施設
",0,0,0,1,0,0,0,0,0,0,0,0,0,1,"自家用車
在来線
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"30,000円以上 40,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",初めて,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",5,"案内の方がとても丁寧に教えてくださり楽しめました。
レストランのご飯も美味しかったです。
今回、たまたま学生さんのカルテットの演奏会があり、それもとても素敵で、充実した滞在となりました。",感じなかった,,10,お手頃価格で体験が楽しめて、涼しく、緑を楽しめるのも良かった。,飲食の選択肢がもう少しあり、交通の便がもう少し良いとなお良い。,機会があれば行きたい,,blue
4460,102969,五湖の駅 エリア,2,1960,62,60代,福井県,吉田郡,分からない/無回答,mobile/android,2022-07-17 16:04:38,7月,福井駅前 エリア,04.福井駅前 エリア,福井市,福井市・永平寺町,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"まちあるき、都市散策
その他スポーツ（ゴルフ、テニスなど）
ドライブ・ツーリング
出張など仕事関係
",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",1,0,0,0,0,0,1,"自家用車
",0,0,0,0,,,使わない,"1,000円以上 3,000円未満","5,000円以上 10,000円未満",11回目以上,選択なし/該当施設なし,,選択なし/該当施設なし,,"5,000円以上 10,000円未満",4,食べ物が美味しく、接した人も親切だった。,感じなかった,,7,海の幸。,,また行きたい（1年以内）,北陸新幹線敦賀が完了し、福井駅前周辺の工事が終わり、人々があふれ、にぎやかな町になってほしい。,blue
4461,109107,あわら温泉 エリア,2,1994,28,20代,大阪府,四條畷市,600万円以上 700万円未満,mobile/iphone,2022-07-17 15:59:54,7月,あわら温泉 エリア,11.あわら温泉 エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,恋人,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,日本海さかな街,,選択なし/該当施設なし,石川県のうさぎの里に行きます,"3,000円以上 5,000円未満",4,ゆっくり過ごしたかったためのんびりできて満足でした。また施設の人も優しくとて快適でした！ご飯も最高です！,感じなかった,,8,"大阪からなので少し遠いので大変ですが、
自然に囲まれて日常を忘れるひと時を過ごせるので進めたいです。
山の幸や海の幸もありとても身も心も満足できます！","コロナ禍なので難しいかと思いますが、食べ歩きスポットや顔出しパネルなどあったらいいなと思いました。

福井駅の恐竜は可愛くて何枚も写真撮りました！",また行きたい（1年以内）,これからも応援してます！,blue
